441.78,489.69,493.05,430.62,415.09,387.76,367.47
445.01,494.53,484.17,434.43,418.65,391.52,371.1
422.77,477.11,461.69,414.29,398.8,376.05,357.74
443.86,504.13,492.23,436.05,419.45,397.02,377.96
432.47,470.24,461.06,418.89,404.56,373.58,353.04
369.88,414.53,394.17,361.84,348.5,327.27,310.89
343.55,392.49,366.1,338.21,325.19,308.6,294.17
338.43,395.39,364.84,335.21,321.72,309.12,296.04
368.03,431.13,402.65,364.89,350.1,337.0,322.81
398.45,463.07,436.92,393.98,378.28,362.57,346.82
430.06,491.05,473.77,423.14,406.86,386.23,368.07
444.42,501.76,479.94,435.23,419.03,395.07,376.13
