465.15,520.9,515.01,454.6,437.91,411.21,390.68
461.04,511.15,505.4,449.22,433.1,404.45,383.51
442.94,494.72,484.93,432.43,416.67,390.71,371.06
429.59,481.89,469.49,419.99,404.53,380.22,361.38
416.09,464.97,452.08,406.44,391.58,367.25,348.76
390.95,437.81,421.8,382.22,368.16,345.7,328.37
361.07,408.76,386.62,354.2,340.86,321.93,306.45
342.1,392.81,364.81,337.13,324.03,308.38,294.32
336.55,389.81,358.82,332.61,319.44,305.44,291.98
341.11,396.09,364.49,337.4,323.97,310.18,296.65
354.17,412.8,380.77,350.61,336.58,322.89,309.1
387.86,456.1,422.67,384.72,369.1,355.8,341.36
