448.39,504.31,488.7,438.74,422.49,397.64,378.15
402.85,456.69,439.49,395.28,380.36,359.52,342.35
452.87,507.23,500.01,442.56,426.31,400.37,380.41
427.56,483.18,463.46,419.0,403.31,380.56,362.23
376.34,430.48,403.4,370.4,356.14,338.23,322.59
349.67,402.85,373.04,345.01,331.51,316.04,301.81
338.96,391.46,362.11,334.74,321.56,306.96,293.25
352.16,404.69,378.86,347.19,333.67,317.69,303.22
377.97,430.97,410.09,371.63,357.41,338.88,323.01
410.22,464.0,448.35,402.22,387.11,365.46,347.86
437.3,491.91,479.9,427.95,412.08,387.89,368.86
457.37,512.54,503.33,447.01,430.58,404.48,384.38
