448.55,512.77,482.05,441.77,424.72,403.2,384.32
403.88,464.5,424.39,398.09,382.59,364.46,348.01
448.89,507.77,479.86,439.95,423.45,399.82,380.65
440.7,499.29,470.81,432.21,415.93,393.05,374.28
386.46,440.99,409.39,379.66,365.18,346.42,330.45
356.82,411.34,378.82,351.82,338.08,322.46,308.12
342.82,396.34,364.5,338.45,325.13,310.57,296.87
353.01,406.4,377.99,347.96,334.4,318.73,304.45
378.32,431.76,409.55,371.87,357.65,339.3,323.56
410.37,463.72,448.88,402.09,387.05,365.23,347.65
436.04,490.22,479.57,426.6,410.81,386.59,367.59
456.74,511.72,502.01,446.32,429.93,403.84,383.76
