451.7,507.76,497.24,442.21,425.82,400.58,380.78
413.36,460.79,446.63,401.75,387.36,363.19,345.47
444.26,501.75,487.35,435.84,419.46,395.6,376.24
439.89,492.01,481.49,428.9,413.31,388.0,368.92
419.45,464.66,454.65,406.93,392.62,366.65,348.43
378.28,426.3,405.38,369.36,355.75,335.37,319.51
346.01,394.78,367.45,339.2,326.31,309.82,295.77
344.77,397.72,369.25,340.3,326.94,311.97,297.96
354.68,409.36,380.96,350.28,336.48,321.18,306.7
371.49,428.18,402.15,367.03,352.56,336.24,320.85
382.91,439.92,414.89,377.84,363.05,345.68,329.69
412.68,473.55,451.31,407.7,391.72,372.56,354.97
