419.06,473.52,444.81,411.75,396.19,373.59,355.11
393.55,446.58,424.17,386.41,371.78,351.55,334.77
443.82,499.77,489.25,434.17,418.07,393.82,374.7
442.08,500.93,478.36,434.07,417.65,394.61,375.56
376.48,433.65,397.12,371.92,357.31,340.48,324.93
348.07,405.03,366.16,345.17,331.29,317.4,303.39
344.76,398.04,361.46,340.61,327.2,312.19,298.19
354.79,411.34,374.07,351.03,337.08,322.37,308.12
376.52,433.45,398.68,371.57,357.03,340.17,324.76
419.31,477.16,455.84,412.2,396.49,375.41,357.65
468.25,524.64,515.0,457.6,440.8,414.03,393.45
429.08,471.69,489.19,415.31,400.88,373.1,353.87
