397.92,445.96,439.8,386.81,372.79,351.0,334.28
429.21,483.76,466.52,420.85,405.16,381.35,362.71
448.74,501.54,495.24,437.32,421.42,395.63,376.09
428.41,481.72,474.18,417.83,402.34,379.49,361.16
370.76,420.59,411.46,361.65,347.97,330.34,315.16
356.43,406.37,389.25,348.81,335.5,318.95,304.47
347.41,398.33,377.81,341.47,328.17,312.6,298.43
361.92,414.07,393.54,355.82,341.88,325.36,310.3
378.91,434.92,407.09,375.28,360.26,342.31,325.99
421.58,481.66,460.46,417.81,400.87,379.99,361.18
451.07,489.76,513.22,427.14,413.17,385.77,367.18
444.8,523.85,446.88,454.36,436.45,413.1,392.83
