401.39,464.05,426.05,398.01,382.05,364.81,347.81
419.91,467.5,464.17,407.76,393.31,368.31,350.47
449.0,506.1,488.54,440.2,423.75,399.14,379.51
434.74,497.64,464.03,429.98,413.09,392.14,373.14
373.69,437.71,394.05,372.62,357.17,343.44,327.97
356.41,414.95,376.8,353.86,339.54,325.43,310.88
349.23,406.63,370.51,346.51,332.49,318.83,304.63
366.29,418.74,390.99,360.33,346.55,328.87,313.77
381.05,438.84,414.76,376.39,361.41,344.83,328.88
422.97,480.33,470.96,415.48,399.44,378.42,360.13
447.17,524.36,470.63,451.29,431.89,413.47,393.22
425.9,462.43,507.94,403.69,390.29,364.36,346.69
