466.01,517.08,510.37,454.05,437.73,409.04,387.95
436.09,488.08,473.21,425.74,410.19,385.07,366.01
424.45,479.27,461.53,415.74,400.21,377.5,359.31
419.54,468.54,455.16,409.32,394.43,369.88,351.4
394.79,441.34,425.18,385.47,371.4,348.43,331.0
361.06,409.04,384.69,353.9,340.6,321.89,306.61
339.24,390.99,359.97,334.6,321.51,306.64,292.91
333.96,387.97,355.08,330.36,317.2,303.8,290.57
339.37,394.59,362.37,335.9,322.48,308.98,295.53
349.82,408.21,375.36,346.63,332.69,319.37,305.68
380.51,447.96,414.9,378.12,362.63,349.76,335.33
452.87,514.09,501.88,445.59,428.58,405.2,385.47
