450.37,509.68,495.4,442.03,425.35,401.64,382.15
458.29,518.58,504.76,449.35,432.45,408.52,388.81
458.02,506.77,501.73,446.01,430.08,401.16,380.25
439.17,491.47,480.15,429.14,413.4,388.07,368.62
426.25,479.62,465.13,417.23,401.74,378.27,359.66
412.35,460.69,447.59,402.85,388.11,363.96,345.56
386.62,432.13,416.65,377.98,364.1,341.51,324.16
357.5,404.77,382.51,350.92,337.67,318.9,303.47
340.78,391.58,363.42,336.04,322.95,307.45,293.41
336.96,390.64,359.48,333.16,319.94,306.05,292.59
342.87,398.24,366.78,339.14,325.64,311.81,298.25
357.69,417.95,385.2,354.23,340.0,326.62,312.9
