455.01,522.75,493.28,447.95,430.66,409.85,391.57
417.64,491.92,441.84,414.99,398.0,383.97,368.22
419.77,487.21,452.22,415.15,398.65,381.56,364.9
456.11,518.8,494.06,448.07,431.03,408.13,388.87
409.4,470.88,433.2,403.46,387.79,369.34,352.76
363.08,425.43,382.26,360.42,345.79,332.58,318.53
344.07,404.36,363.87,341.84,327.88,315.89,302.72
337.95,395.93,360.59,335.1,321.54,309.34,296.41
354.18,418.07,381.15,352.7,338.02,326.8,313.05
391.38,449.1,426.23,386.55,371.42,353.23,336.63
428.03,482.15,472.58,419.43,403.76,380.37,361.58
438.38,484.71,483.46,425.55,410.57,382.89,363.54
