435.07,490.8,476.9,425.74,409.95,386.4,367.91
441.32,488.59,478.54,429.55,414.25,386.43,366.54
426.27,485.78,463.04,417.76,402.04,381.1,363.92
450.99,509.77,494.85,441.83,425.3,401.51,382.19
417.73,447.47,440.38,402.74,389.52,356.42,336.06
363.27,405.98,383.95,355.06,342.09,320.54,304.46
341.01,389.86,361.57,335.7,322.78,306.34,292.15
342.45,401.71,369.4,339.94,326.08,314.09,300.79
375.39,436.2,411.28,372.0,357.02,342.17,326.82
406.38,469.0,448.6,401.54,385.65,368.26,351.44
433.56,493.22,479.49,425.7,409.55,387.87,369.67
446.93,503.19,488.04,437.06,420.92,396.39,377.25
