396.87,447.67,441.72,388.16,373.74,352.49,335.59
405.66,464.33,435.3,399.55,384.14,364.81,347.95
447.63,501.23,492.18,437.29,421.26,395.58,375.9
436.55,486.31,485.29,425.48,410.1,384.13,364.77
371.22,420.42,408.75,363.61,349.97,330.76,315.12
351.74,402.67,381.5,346.04,332.71,316.19,301.72
345.02,395.83,375.96,339.51,326.4,310.58,296.55
362.22,415.56,389.78,356.94,343.09,326.34,311.39
376.83,425.94,416.17,368.37,354.7,334.91,319.22
423.32,474.67,465.74,413.28,398.16,374.19,355.9
461.51,504.84,516.08,446.86,431.42,400.26,378.9
428.07,517.59,445.63,433.6,413.98,405.1,387.72
